paper_id,key,relevance_class,original_path,placed_path_6a08f53,current_path,original_sha256,final_sha256,same_content,acquisition_status,source_url,license_reported,storage_status,disposition
RW0047,Nafkha17DPR,SUPPORTING,/home/benyamin/Desktop/pragma_mach/reference/papers/nafkha2017_dpr_power_measurement.pdf,related_work/papers/energy_sustainability/RW0047_Nafkha2016_Nafkha17DPR_ISWCS_arxiv.pdf,related_work/papers/energy_sustainability/RW0047_Nafkha2016_Nafkha17DPR_ISWCS_arxiv.pdf,9dfeed771286b53c1d675d641fec93feecfd13935601f3e7a0b7a5baf6eec0d0,9dfeed771286b53c1d675d641fec93feecfd13935601f3e7a0b7a5baf6eec0d0,true,LOCAL_EXISTING,,UNKNOWN (no DOI or lookup failed),local_only (gitignored),canonical
RW0048,HLPow,SUPPORTING,/tmp/claude-1000/-home-benyamin-Desktop-HLS-DSE/4c11f75c-cc9c-4381-bce9-7d10235d1961/scratchpad/rw_dl/ENERGY1.pdf,related_work/papers/energy_sustainability/RW0048_Lin2020_HLPow_ASPDAC_arxiv.pdf,related_work/papers/energy_sustainability/RW0048_Lin2020_HLPow_ASPDAC_arxiv.pdf,c6b1774761ca9996b46cf261d7a34f29aa534845991a0194d32e04e4d61caa61,c6b1774761ca9996b46cf261d7a34f29aa534845991a0194d32e04e4d61caa61,true,DOWNLOADED_OPEN_ACCESS,https://arxiv.org/pdf/2009.00871,no license stated for OA version (green; https://arxiv.org/pdf/2009.00871),local_only (gitignored),canonical
RW0049,PowerGear,ADJACENT,/home/benyamin/Desktop/Library/PowerGear Early-Stage Power Estimation in FPGA HLS via Heterogeneous Edge-Centric GNNs.pdf,related_work/papers/energy_sustainability/RW0049_Lin2022_PowerGear_DATE_preprint.pdf,,742fb84149125e530eae97931e43d76540169709ad3f829b739071e041ca651a,742fb84149125e530eae97931e43d76540169709ad3f829b739071e041ca651a,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Library/PowerGear Early-Stage Power Estimation in FPGA HLS via Heterogeneous Edge-Centric GNNs.pdf
RW0050,EtoEDSE,CORE,/tmp/claude-1000/-home-benyamin-Desktop-HLS-DSE/4c11f75c-cc9c-4381-bce9-7d10235d1961/scratchpad/rw_dl/ENERGY2.pdf,related_work/papers/energy_sustainability/RW0050_Liao2024_EtoEDSE_TCAD_arxiv.pdf,related_work/papers/core/RW0050_Liao2024_EtoEDSE_TCAD_arxiv.pdf,db1a8c2a44ff9a06e54d4623a017c66538710e4cafbfbed7d56a36489dedd850,db1a8c2a44ff9a06e54d4623a017c66538710e4cafbfbed7d56a36489dedd850,true,DOWNLOADED_OPEN_ACCESS,https://arxiv.org/pdf/2408.10431,none (OpenAlex: closed),local_only (gitignored),moved_within_canonical (related_work/papers/energy_sustainability/RW0050_Liao2024_EtoEDSE_TCAD_arxiv.pdf -> related_work/papers/core/RW0050_Liao2024_EtoEDSE_TCAD_arxiv.pdf)
RW0051,FOCAL,EXCLUDE,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/FOCAL_A_First-Order_Carbon_Model_to_Assess_Processor_Sustainability_2024.pdf,related_work/papers/energy_sustainability/RW0051_Eeckhout2024_FOCAL_ASPLOS.pdf,,2127c50699eeafdbc493ae513d6e7229b0be80e9b8628000def7f6147efda6ab,2127c50699eeafdbc493ae513d6e7229b0be80e9b8628000def7f6147efda6ab,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/FOCAL_A_First-Order_Carbon_Model_to_Assess_Processor_Sustainability_2024.pdf
RW0052,GreenFPGA,SUPPORTING,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/GreenFPGA_Evaluating_FPGAs_as_Environmentally_Sustainable_Computing_Solutions_2024.pdf,related_work/papers/energy_sustainability/RW0052_ChoppaliSudarshan2024_GreenFPGA_DAC_arxiv.pdf,related_work/papers/energy_sustainability/RW0052_ChoppaliSudarshan2024_GreenFPGA_DAC_arxiv.pdf,4eecc1572a26a62a9af8ec87674b2537ad96b56092d15ab6bcb53ab14092274a,4eecc1572a26a62a9af8ec87674b2537ad96b56092d15ab6bcb53ab14092274a,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),canonical
RW0053,IdleSleep,SUPPORTING,/home/benyamin/Desktop/pragma_mach/reference/papers/idle_is_the_new_sleep_2024.pdf,related_work/papers/energy_sustainability/RW0053_Qian2024_IdleSleep_ARCS_arxiv.pdf,related_work/papers/energy_sustainability/RW0053_Qian2024_IdleSleep_ARCS_arxiv.pdf,53963a987e44eec8db8561cd7f4e7653691d9a39cf8f4abfd0d7a43329036e29,53963a987e44eec8db8561cd7f4e7653691d9a39cf8f4abfd0d7a43329036e29,true,LOCAL_EXISTING,,cc-by for OA version (green; https://arxiv.org/pdf/2407.12027),local_only (gitignored),canonical
RW0054,SustHWSpec,ADJACENT,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/Sustainable_Hardware_Specialization_2024.pdf,related_work/papers/energy_sustainability/RW0054_Dangi2024_SustHWSpec_ICCAD.pdf,,62ee8d8e756cab136829c8a6ee8f7f80fbfd3b5ed96d8265c5553a585ee02bc4,62ee8d8e756cab136829c8a6ee8f7f80fbfd3b5ed96d8265c5553a585ee02bc4,true,LOCAL_EXISTING,,cc-by for OA version (gold; https://dl.acm.org/doi/pdf/10.1145/3676536.3676777),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/Sustainable_Hardware_Specialization_2024.pdf
RW0055,ASI,EXCLUDE,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/The_Architectural_Sustainability_Indicator_2025.pdf,related_work/papers/energy_sustainability/RW0055_Roelandts2025_ASI_CAL_accepted.pdf,,167ee80bbf3419e5aaa97c6c08e8e5c241134b23488d46a6a1cea72a3e08afe4,167ee80bbf3419e5aaa97c6c08e8e5c241134b23488d46a6a1cea72a3e08afe4,true,LOCAL_EXISTING,,UNKNOWN (no DOI or lookup failed),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/The_Architectural_Sustainability_Indicator_2025.pdf
RW0056,CATransformers,ADJACENT,/tmp/claude-1000/-home-benyamin-Desktop-HLS-DSE/4c11f75c-cc9c-4381-bce9-7d10235d1961/scratchpad/rw_dl/ENERGY3.pdf,related_work/papers/energy_sustainability/RW0056_Wang2025_CATransformers_NeurIPS_arxiv.pdf,related_work/noncanonical_pdfs/ADJACENT/RW0056_Wang2025_CATransformers_NeurIPS_arxiv.pdf,ad0e83a21cf09e60bc235de58f637d66822e4ea8210162f9822846702a61a7c1,ad0e83a21cf09e60bc235de58f637d66822e4ea8210162f9822846702a61a7c1,true,DOWNLOADED_OPEN_ACCESS,https://arxiv.org/pdf/2505.01386,UNKNOWN (no DOI or lookup failed),local_only (gitignored),moved out of canonical folders to related_work/noncanonical_pdfs/ADJACENT/RW0056_Wang2025_CATransformers_NeurIPS_arxiv.pdf
RW0057,CORDOBA,SUPPORTING,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/CORDOBA_Carbon-Efficient_Optimization_Framework_for_Computing_Systems_2025.pdf,related_work/papers/energy_sustainability/RW0057_Elgamal2025_CORDOBA_HPCA.pdf,related_work/papers/energy_sustainability/RW0057_Elgamal2025_CORDOBA_HPCA.pdf,4e44ebf0b94e552796820552c2115564a00f8bf6c3043b6dc747d7f9740cb69f,4e44ebf0b94e552796820552c2115564a00f8bf6c3043b6dc747d7f9740cb69f,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),canonical
RW0058,HIPPO,ADJACENT,/home/benyamin/Desktop/Library/HIPPO A Hierarchy-Preserving and Noise-Tolerant Pre-HLS Power Modeling Framework for FPGA.pdf,related_work/papers/energy_sustainability/RW0058_Lin2025_HIPPO_ICCAD.pdf,,7a22676cbf69916eb4950c0005855409f4694cee38165099d5c50c42e00038f9,7a22676cbf69916eb4950c0005855409f4694cee38165099d5c50c42e00038f9,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Library/HIPPO A Hierarchy-Preserving and Noise-Tolerant Pre-HLS Power Modeling Framework for FPGA.pdf
RW0059,SustGap,EXCLUDE,/home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/The_Sustainability_Gap_for_Computing_Quo_Vadis_2024.pdf,related_work/papers/energy_sustainability/RW0059_Eeckhout2025_SustGap_CACM_preprint.pdf,,c9d6ad1dce432165717c63ae744e4c32244dce0c39a7592f0ff08a2720dadcc2,c9d6ad1dce432165717c63ae744e4c32244dce0c39a7592f0ff08a2720dadcc2,true,LOCAL_EXISTING,,other-oa for OA version (green; https://biblio.ugent.be/publication/01JX2MSJXHJ22HSJ2B0N3SZVMT/file/01JX2N09SEZFP4DCVJGJZ69C2X.pdf),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Sustainable_Design_Explorer/Papers/The_Sustainability_Gap_for_Computing_Quo_Vadis_2024.pdf
RW0060,HLSToday,ADJACENT,"/home/benyamin/Desktop/Library/FPGA HLS Today: Successes, Challenges, and Opportunities.pdf",related_work/papers/other/RW0060_Cong2022_HLSToday_TRETS.pdf,,f851f669cec22fbae56b88b60266643348683694741f480151cc9e75c49840e7,f851f669cec22fbae56b88b60266643348683694741f480151cc9e75c49840e7,true,LOCAL_EXISTING,,no license stated for OA version (bronze; https://dl.acm.org/doi/pdf/10.1145/3530775),local_only (gitignored),"repo copy removed; original retained at /home/benyamin/Desktop/Library/FPGA HLS Today: Successes, Challenges, and Opportunities.pdf"
RW0061,TARO,ADJACENT,/home/benyamin/Desktop/Library/TARO: Automatic Optimization for Free-Running Kernels in FPGA High-Level Synthesis.pdf,related_work/papers/other/RW0061_Choi2023_TARO_TCAD.pdf,,3b87c2d419d17fa9a5f974deb7c6d407f7c86f999703a9f90b38fad028165b55,3b87c2d419d17fa9a5f974deb7c6d407f7c86f999703a9f90b38fad028165b55,true,LOCAL_EXISTING,,none (OpenAlex: closed),local_only (gitignored),repo copy removed; original retained at /home/benyamin/Desktop/Library/TARO: Automatic Optimization for Free-Running Kernels in FPGA High-Level Synthesis.pdf
RW0062,HLSFactoryAgent,ADJACENT,/tmp/claude-1000/-home-benyamin-Desktop-HLS-DSE/4c11f75c-cc9c-4381-bce9-7d10235d1961/scratchpad/rw_dl/HLSFactoryAgent.pdf,related_work/papers/other/RW0062_Chandana2026_HLSFactoryAgent_OSCAR_arxiv.pdf,related_work/noncanonical_pdfs/ADJACENT/RW0062_Chandana2026_HLSFactoryAgent_OSCAR_arxiv.pdf,4a91ff723c1f02b08042786f649eb3b6109be3e0f3c3bd34e5755a6003c4e8ba,4a91ff723c1f02b08042786f649eb3b6109be3e0f3c3bd34e5755a6003c4e8ba,true,DOWNLOADED_OPEN_ACCESS,https://arxiv.org/pdf/2609.09519,no license stated for OA version (green; https://arxiv.org/pdf/2609.09519),local_only (gitignored),moved out of canonical folders to related_work/noncanonical_pdfs/ADJACENT/RW0062_Chandana2026_HLSFactoryAgent_OSCAR_arxiv.pdf
